Sun Effect Update,Mouse Update,Check for New Particle Effect Update,Particle Update,Spaceship Update,Object Update,Spaceship Draw,Draw Sun Particles,Turret Update,Turret Draw,Draw Particle,Bullet Draw,Object Draw,Wall Draw,Solar System Draw
0.000140124,3.69829e-006,4.10922e-007,0,2.05461e-006,3.69829e-006,2.46553e-005,0.00181833,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,7.97188e-005
0.000179162,2.05461e-006,0,0,4.10922e-007,1.23276e-006,2.0957e-005,0.00198763,2.46553e-006,8.62935e-006,0,1.23276e-006,5.34198e-006,1.47932e-005,8.21843e-005
0.000172998,4.10922e-006,4.10922e-007,4.10922e-007,1.23276e-006,1.64369e-006,2.91754e-005,0.00184257,8.21843e-007,8.62935e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,0.000111771
4.23249e-005,3.28737e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,3.123e-005,0.00181258,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,9.04028e-006,8.01297e-005
4.23249e-005,2.87645e-006,4.10922e-007,0,1.23276e-006,2.05461e-006,2.38335e-005,0.00184011,1.23276e-006,8.62935e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.05406e-005
0.000126153,1.64369e-005,4.10922e-007,0,1.64369e-006,1.64369e-006,2.30116e-005,0.00182162,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,9.04028e-006,8.13625e-005
0.000158205,3.28737e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.6299e-005,0.00189024,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,8.17734e-005
0.000156561,3.69829e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,2.30116e-005,0.00182367,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.21843e-005
0.000184093,2.05461e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.01352e-005,0.00191489,1.64369e-006,8.62935e-006,0,1.23276e-006,4.93106e-006,1.31495e-005,8.21843e-005
0.000169711,3.28737e-006,4.10922e-007,0,1.64369e-006,1.64369e-006,2.34225e-005,0.00182326,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.09516e-005
0.000171765,3.28737e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,2.83536e-005,0.00184956,8.21843e-007,8.62935e-006,0,8.21843e-007,4.52014e-006,9.04028e-006,8.21843e-005
4.88997e-005,2.87645e-006,0,0,1.23276e-006,2.05461e-006,2.26007e-005,0.0017908,1.23276e-006,8.21843e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,8.13625e-005
5.09543e-005,3.28737e-006,0,0,1.23276e-006,1.64369e-006,2.46553e-005,0.00184586,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,9.04028e-006,8.09516e-005
0.000153274,2.05461e-006,0,0,4.10922e-007,1.23276e-006,2.0957e-005,0.00182983,8.21843e-007,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,7.97188e-005
0.000150397,3.69829e-006,4.10922e-007,4.10922e-007,1.64369e-006,2.05461e-006,2.42444e-005,0.00184668,1.23276e-006,8.62935e-006,4.10922e-007,8.21843e-007,4.52014e-006,9.04028e-006,8.09516e-005
0.000144644,2.05461e-006,0,0,4.10922e-007,1.23276e-006,2.13679e-005,0.00202749,2.05461e-006,8.62935e-006,0,8.21843e-007,5.34198e-006,1.39713e-005,8.34171e-005
4.35577e-005,3.69829e-006,0,4.10922e-007,1.23276e-006,1.64369e-006,2.38335e-005,0.00182696,8.21843e-007,8.62935e-006,0,4.10922e-007,4.93106e-006,9.04028e-006,8.17734e-005
5.87618e-005,1.15058e-005,0,0,1.23276e-006,1.23276e-006,2.30116e-005,0.00184504,1.23276e-006,8.62935e-006,0,8.21843e-007,4.52014e-006,9.04028e-006,8.30062e-005
4.97215e-005,3.69829e-006,4.10922e-007,4.10922e-007,1.23276e-006,1.64369e-006,2.30116e-005,0.00193585,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.34171e-005
0.000183271,3.28737e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.17788e-005,0.00183271,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000185326,2.87645e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,2.30116e-005,0.00182983,1.23276e-006,8.21843e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.34171e-005
4.35577e-005,3.28737e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,2.30116e-005,0.0017497,8.21843e-007,8.21843e-006,4.10922e-007,4.10922e-007,4.10922e-006,8.21843e-006,7.80751e-005
4.27359e-005,2.05461e-006,0,0,8.21843e-007,8.21843e-007,2.46553e-005,0.0018249,8.21843e-007,8.21843e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.17734e-005
0.000157794,2.87645e-006,0,4.10922e-007,1.23276e-006,1.64369e-006,2.26007e-005,0.00178299,1.23276e-006,8.21843e-006,4.10922e-007,4.10922e-007,4.10922e-006,8.21843e-006,7.80751e-005
4.35577e-005,3.28737e-006,0,4.10922e-007,8.21843e-007,1.64369e-006,2.34225e-005,0.00194325,1.64369e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.3828e-005
0.000183271,3.28737e-006,4.10922e-007,0,1.23276e-006,1.23276e-006,2.42444e-005,0.0018286,1.23276e-006,8.62935e-006,4.10922e-007,4.10922e-007,4.52014e-006,9.04028e-006,8.34171e-005
4.35577e-005,3.69829e-006,4.10922e-007,0,8.21843e-007,1.64369e-006,2.79427e-005,0.0019375,1.23276e-006,9.04028e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.30062e-005
0.000145466,2.87645e-006,0,0,8.21843e-007,1.23276e-006,2.26007e-005,0.00181258,1.23276e-006,7.80751e-006,0,4.10922e-007,4.52014e-006,8.21843e-006,7.72533e-005
0.000168889,2.87645e-006,4.10922e-007,4.10922e-007,1.23276e-006,1.64369e-006,2.42444e-005,0.0018097,8.21843e-007,8.21843e-006,0,8.21843e-007,4.10922e-006,7.80751e-006,7.8486e-005
0.000153274,2.05461e-006,0,4.10922e-007,8.21843e-007,1.23276e-006,2.0957e-005,0.00181545,8.21843e-007,8.62935e-006,4.10922e-007,0,4.52014e-006,8.62935e-006,8.95809e-005
0.000151219,3.28737e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,2.67099e-005,0.00178792,8.21843e-007,8.21843e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,7.8486e-005
0.000177518,1.64369e-005,0,0,8.21843e-007,8.21843e-007,2.01352e-005,0.00186476,2.46553e-006,3.28737e-005,0,4.10922e-007,4.52014e-006,1.27386e-005,7.8897e-005
0.000179162,4.10922e-006,0,4.10922e-007,1.23276e-006,1.64369e-006,2.34225e-005,0.00181586,1.23276e-006,9.04028e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.30062e-005
4.52014e-005,4.10922e-006,0,0,1.64369e-006,1.64369e-006,2.38335e-005,0.00183723,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000152452,2.87645e-006,4.10922e-007,0,1.23276e-006,1.23276e-006,2.21898e-005,0.0018249,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.21843e-005
0.000143001,3.69829e-006,4.10922e-007,4.10922e-007,1.23276e-006,1.64369e-006,2.38335e-005,0.00177395,1.23276e-006,8.62935e-006,0,4.10922e-007,4.93106e-006,9.04028e-006,8.3828e-005
0.000188613,2.46553e-006,0,0,8.21843e-007,1.23276e-006,2.95864e-005,0.0017986,8.21843e-007,8.62935e-006,0,0,4.52014e-006,8.21843e-006,8.17734e-005
5.2187e-005,3.28737e-006,4.10922e-007,0,1.23276e-006,2.05461e-006,2.26007e-005,0.00184381,8.21843e-007,8.62935e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.25953e-005
4.10922e-005,1.64369e-006,0,0,8.21843e-007,8.21843e-007,1.97242e-005,0.00186846,1.23276e-006,7.80751e-006,0,4.10922e-007,4.10922e-006,7.80751e-006,7.51987e-005
0.000152452,2.87645e-006,0,0,1.23276e-006,1.64369e-006,2.26007e-005,0.00184052,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.34171e-005
4.27359e-005,2.05461e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.17788e-005,0.00205338,1.64369e-006,9.04028e-006,4.10922e-007,8.21843e-007,4.93106e-006,1.35604e-005,8.34171e-005
0.000135604,4.10922e-006,0,0,1.23276e-006,2.05461e-006,2.42444e-005,0.0018249,8.21843e-007,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.34171e-005
0.000145466,2.87645e-006,0,0,1.23276e-006,2.05461e-006,2.42444e-005,0.00182285,8.21843e-007,9.04028e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000143412,2.87645e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.17788e-005,0.00182162,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,8.17734e-005
4.39686e-005,2.87645e-006,0,0,1.23276e-006,1.64369e-006,2.46553e-005,0.00182285,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.21843e-006,8.30062e-005
0.000171765,2.46553e-006,0,4.10922e-007,8.21843e-007,1.23276e-006,2.17788e-005,0.00182367,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.13625e-005
0.000143823,3.28737e-006,4.10922e-007,4.10922e-007,1.23276e-006,1.64369e-006,2.34225e-005,0.00182942,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.30062e-005
0.000161492,2.46553e-006,0,0,8.21843e-007,1.23276e-006,2.0957e-005,0.00187709,1.64369e-006,9.4512e-006,0,4.10922e-007,4.93106e-006,1.31495e-005,8.3828e-005
0.000181627,3.28737e-006,4.10922e-007,0,1.23276e-006,1.64369e-006,3.08191e-005,0.00183148,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,9.04028e-006,8.25953e-005
0.000122044,3.28737e-006,0,0,1.23276e-006,1.64369e-006,2.46553e-005,0.00182079,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.30062e-005
0.0001693,0.000168067,0,0,1.23276e-006,1.64369e-006,2.30116e-005,0.00182572,1.23276e-006,8.62935e-006,4.10922e-007,4.10922e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000143823,3.69829e-006,0,0,1.23276e-006,1.64369e-006,2.38335e-005,0.0018249,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.30062e-005
0.000172998,2.46553e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.17788e-005,0.00182655,1.23276e-006,9.04028e-006,4.10922e-007,4.10922e-007,4.52014e-006,8.62935e-006,8.17734e-005
0.000164369,3.28737e-006,0,0,1.23276e-006,2.05461e-006,2.21898e-005,0.00181011,8.21843e-007,9.04028e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000174231,2.05461e-006,0,4.10922e-007,4.10922e-007,1.23276e-006,2.0957e-005,0.00188202,1.64369e-006,9.04028e-006,0,8.21843e-007,4.52014e-006,1.31495e-005,8.3828e-005
0.000155328,3.69829e-006,0,0,1.23276e-006,1.64369e-006,2.38335e-005,0.00176943,8.21843e-007,8.21843e-006,0,8.21843e-007,4.10922e-006,8.21843e-006,7.80751e-005
0.000103552,4.93106e-006,0,0,1.23276e-006,2.46553e-006,2.58881e-005,0.00182079,1.23276e-006,8.62935e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.34171e-005
0.000173409,3.69829e-006,4.10922e-007,4.10922e-007,1.64369e-006,1.64369e-006,2.38335e-005,0.00188736,1.23276e-006,8.62935e-006,0,8.21843e-007,4.10922e-006,8.62935e-006,8.34171e-005
0.000182038,2.87645e-006,0,4.10922e-007,1.23276e-006,1.23276e-006,2.34225e-005,0.00183805,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.30062e-005
0.000161492,3.69829e-006,0,0,8.21843e-007,1.23276e-006,2.0957e-005,0.00203036,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.21843e-005
0.000141357,3.69829e-006,4.10922e-007,4.10922e-007,1.23276e-006,2.05461e-006,2.42444e-005,0.00181545,8.21843e-007,7.80751e-006,0,8.21843e-007,4.10922e-006,7.80751e-006,7.60205e-005
8.75263e-005,3.69829e-006,0,4.10922e-007,1.23276e-006,2.46553e-006,2.50662e-005,0.00190873,1.64369e-006,8.21843e-006,0,1.23276e-006,4.10922e-006,1.31495e-005,7.8486e-005
0.000179162,3.69829e-006,0,0,1.23276e-006,1.64369e-006,2.21898e-005,0.00183271,1.23276e-006,9.04028e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.30062e-005
0.000163136,4.93106e-006,0,4.10922e-007,1.23276e-006,2.87645e-006,2.46553e-005,0.0019979,1.23276e-006,8.62935e-006,0,8.21843e-007,4.52014e-006,9.04028e-006,8.30062e-005
0.000168067,4.93106e-006,0,0,1.64369e-006,1.64369e-006,2.34225e-005,0.0018171,8.21843e-007,8.62935e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,8.25953e-005
0.000172998,3.28737e-006,0,0,8.21843e-007,1.64369e-006,2.30116e-005,0.00181586,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,8.25953e-005
0.000143412,2.05461e-006,0,4.10922e-007,4.10922e-007,1.23276e-006,2.26007e-005,0.00194654,2.05461e-006,9.04028e-006,0,1.23276e-006,4.52014e-006,1.52041e-005,8.3828e-005
4.64341e-005,3.69829e-006,4.10922e-007,4.10922e-007,1.23276e-006,2.05461e-006,2.46553e-005,0.00176285,8.21843e-007,8.21843e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,7.80751e-005
4.68451e-005,4.93106e-006,0,4.10922e-007,1.23276e-006,2.05461e-006,2.42444e-005,0.00182655,8.21843e-007,9.04028e-006,4.10922e-007,8.21843e-007,4.10922e-006,8.62935e-006,8.34171e-005
0.000183682,2.87645e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.0957e-005,0.00187997,1.23276e-006,8.21843e-006,0,4.10922e-007,3.69829e-006,8.21843e-006,7.72533e-005
0.000145877,3.69829e-006,8.21843e-007,4.10922e-007,1.64369e-006,2.05461e-006,2.46553e-005,0.00195804,1.23276e-006,9.04028e-006,0,8.21843e-007,4.52014e-006,9.86212e-006,8.34171e-005
0.00017382,1.64369e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.0957e-005,0.00184504,1.23276e-006,9.4512e-006,0,4.10922e-007,4.52014e-006,1.19167e-005,8.95809e-005
0.000161903,2.87645e-006,0,4.10922e-007,1.23276e-006,2.05461e-006,2.21898e-005,0.00181997,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.30062e-005
6.04055e-005,4.10922e-006,4.10922e-007,0,1.23276e-006,2.05461e-006,2.38335e-005,0.00181751,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000157383,4.93106e-006,4.10922e-007,0,2.05461e-006,2.05461e-006,2.42444e-005,0.00183559,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,8.25953e-005
0.000143412,2.87645e-006,4.10922e-007,4.10922e-007,8.21843e-007,1.64369e-006,2.83536e-005,0.0018775,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,8.30062e-005
0.000143001,3.69829e-006,0,0,8.21843e-007,1.64369e-006,2.21898e-005,0.00177683,8.21843e-007,8.21843e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,7.76642e-005
0.0001693,2.87645e-006,0,0,1.23276e-006,1.23276e-006,2.34225e-005,0.00181668,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.25953e-005
0.000161081,4.93106e-006,4.10922e-007,0,8.21843e-007,2.05461e-006,2.42444e-005,0.00181833,8.21843e-007,8.62935e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000173409,5.34198e-006,0,0,1.23276e-006,8.21843e-007,2.87645e-005,0.0019001,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.30062e-005
0.000144233,3.69829e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.46553e-005,0.00185901,2.46553e-006,9.04028e-006,0,1.23276e-006,4.93106e-006,1.35604e-005,8.42389e-005
0.000166012,4.52014e-006,0,0,1.23276e-006,1.23276e-006,2.50662e-005,0.00183189,8.21843e-007,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.25953e-005
0.000149165,3.28737e-006,0,0,8.21843e-007,4.10922e-007,2.38335e-005,0.00181997,1.23276e-006,8.62935e-006,0,8.21843e-007,4.52014e-006,8.21843e-006,8.30062e-005
0.000150397,2.87645e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.50662e-005,0.00181586,8.21843e-007,8.62935e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,8.13625e-005
0.000154507,3.69829e-006,4.10922e-007,0,1.64369e-006,8.21843e-007,2.50662e-005,0.00181545,1.23276e-006,8.21843e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.30062e-005
0.00017382,2.05461e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.0957e-005,0.00181545,1.23276e-006,8.62935e-006,0,0,4.10922e-006,8.62935e-006,8.17734e-005
0.000164369,3.28737e-006,0,0,1.23276e-006,8.21843e-007,2.26007e-005,0.00174847,8.21843e-007,8.21843e-006,0,4.10922e-007,4.10922e-006,7.80751e-006,7.8897e-005
0.000164369,2.05461e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.30116e-005,0.0019264,1.64369e-006,9.04028e-006,0,8.21843e-007,4.10922e-006,1.27386e-005,8.34171e-005
0.00014711,2.46553e-006,0,0,1.64369e-006,4.10922e-007,2.21898e-005,0.00178135,1.23276e-006,8.21843e-006,0,4.10922e-007,4.10922e-006,8.21843e-006,7.80751e-005
0.000124509,4.93106e-006,0,0,1.23276e-006,8.21843e-007,2.46553e-005,0.0018323,1.23276e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,9.04028e-006,8.30062e-005
5.17761e-005,4.10922e-006,4.10922e-007,4.10922e-007,1.23276e-006,8.21843e-007,7.76642e-005,0.00181956,1.64369e-006,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.34171e-005
0.000135193,2.87645e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.38335e-005,0.00182079,8.21843e-007,9.04028e-006,4.10922e-007,4.10922e-007,1.23276e-005,7.80751e-006,7.8486e-005
0.000129029,1.64369e-006,0,4.10922e-007,8.21843e-007,8.21843e-007,2.0957e-005,0.00183025,1.23276e-006,8.62935e-006,0,4.10922e-007,4.52014e-006,8.62935e-006,8.17734e-005
0.000143001,4.10922e-006,4.10922e-007,0,1.23276e-006,8.21843e-007,2.42444e-005,0.00182737,8.21843e-007,8.62935e-006,0,8.21843e-007,4.52014e-006,8.62935e-006,8.30062e-005
4.43795e-005,2.05461e-006,4.10922e-007,0,4.10922e-007,8.21843e-007,2.0957e-005,0.00191859,2.05461e-006,8.62935e-006,0,8.21843e-007,4.52014e-006,1.31495e-005,8.34171e-005
0.000167245,3.28737e-006,4.10922e-007,4.10922e-007,1.23276e-006,8.21843e-007,2.30116e-005,0.00183107,8.21843e-007,8.21843e-006,0,8.21843e-007,4.10922e-006,1.27386e-005,7.76642e-005
4.60232e-005,3.28737e-006,4.10922e-007,0,8.21843e-007,1.23276e-006,2.34225e-005,0.00183107,8.21843e-007,8.21843e-006,4.10922e-007,4.10922e-007,4.10922e-006,7.80751e-006,7.80751e-005
0.000184915,2.87645e-006,4.10922e-007,0,1.23276e-006,8.21843e-007,2.0957e-005,0.00183805,8.21843e-007,8.62935e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.25953e-005
4.31468e-005,2.46553e-006,4.10922e-007,0,1.23276e-006,8.21843e-007,2.30116e-005,0.00200324,1.23276e-006,8.21843e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,7.76642e-005
0.00015615,2.05461e-006,4.10922e-007,0,9.04028e-006,1.23276e-006,2.17788e-005,0.00182572,1.23276e-006,8.21843e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.17734e-005
0.000172176,3.69829e-006,4.10922e-007,0,8.21843e-007,8.21843e-007,2.42444e-005,0.00182408,1.23276e-006,8.21843e-006,0,4.10922e-007,4.10922e-006,8.62935e-006,8.30062e-005
0.000174231,1.64369e-006,0,0,8.21843e-007,8.21843e-007,2.0957e-005,0.00189723,2.05461e-006,8.62935e-006,0,1.23276e-006,4.52014e-006,1.35604e-005,8.30062e-005
4.47905e-005,3.28737e-006,4.10922e-007,0,1.23276e-006,8.21843e-007,2.38335e-005,0.0018323,1.23276e-006,8.21843e-006,0,4.10922e-007,4.52014e-006,8.21843e-006,8.62935e-005
0.000147932,3.69829e-006,0,0,8.21843e-007,8.21843e-007,2.34225e-005,0.00182244,1.23276e-006,8.21843e-006,0,1.23276e-005,4.10922e-006,8.62935e-006,8.30062e-005
0.000170122,3.28737e-006,0,0,1.23276e-006,4.10922e-007,2.0957e-005,0.00173039,8.21843e-007,7.80751e-006,0,2.21898e-005,3.69829e-006,7.80751e-006,7.64314e-005
0.00014711,3.69829e-006,0,0,8.21843e-007,8.21843e-007,2.34225e-005,0.0018249,8.21843e-007,8.62935e-006,0,3.6572e-005,4.52014e-006,8.21843e-006,8.30062e-005
0.000170122,2.46553e-006,0,0,8.21843e-007,4.10922e-007,2.05461e-005,0.00184627,1.23276e-006,8.21843e-006,0,4.56123e-005,4.10922e-006,7.80751e-006,7.72533e-005
4.68451e-005,2.87645e-006,4.10922e-007,4.10922e-007,8.21843e-007,8.21843e-007,2.13679e-005,0.00182449,8.21843e-007,8.62935e-006,0,6.12273e-005,4.10922e-006,8.21843e-006,8.30062e-005
0.000152452,2.05461e-006,0,0,8.21843e-007,8.21843e-007,2.17788e-005,0.00192229,1.64369e-006,9.04028e-006,0,8.25953e-005,4.52014e-006,1.27386e-005,8.34171e-005
0.000170122,3.69829e-006,4.10922e-007,0,1.23276e-006,8.21843e-007,2.46553e-005,0.00182572,8.21843e-007,8.62935e-006,0,8.54717e-005,4.10922e-006,8.21843e-006,8.30062e-005
0.000179573,1.19167e-005,0,0,1.23276e-006,8.21843e-007,2.26007e-005,0.00184052,8.21843e-007,9.04028e-006,0,0.000152452,4.10922e-006,8.21843e-006,8.17734e-005
0.000157794,3.69829e-006,0,1.97242e-005,8.21843e-007,1.23276e-006,2.05461e-005,0.00175464,1.23276e-006,7.80751e-006,0.000389554,0.000103963,3.69829e-006,7.39659e-006,7.76642e-005
0.000166834,3.69829e-006,4.10922e-007,2.0957e-005,1.23276e-006,1.64369e-006,2.34225e-005,0.00182367,8.21843e-007,9.04028e-006,0.000411743,0.000122866,4.10922e-006,7.80751e-006,8.30062e-005
0.00015163,4.10922e-006,0,2.13679e-005,1.23276e-006,2.05461e-006,2.46553e-005,0.00183353,1.23276e-006,9.04028e-006,0.000411333,0.000137248,4.10922e-006,8.21843e-006,8.30062e-005
4.68451e-005,3.69829e-006,4.10922e-007,2.87645e-005,1.64369e-006,2.05461e-006,2.42444e-005,0.00182408,1.23276e-006,8.62935e-006,0.000413387,0.000147521,4.52014e-006,7.80751e-006,8.3828e-005
0.000183682,2.05461e-006,4.10922e-007,1.93133e-005,4.10922e-007,1.23276e-006,1.97242e-005,0.00180806,8.21843e-007,8.62935e-006,0.000433933,0.000188202,4.10922e-006,1.31495e-005,8.3828e-005
0.000182038,4.52014e-006,0,2.01352e-005,1.23276e-006,1.64369e-006,2.26007e-005,0.00184216,1.23276e-006,8.62935e-006,0.000412154,0.000172587,4.52014e-006,8.21843e-006,8.30062e-005
5.34198e-005,2.46553e-006,4.10922e-007,1.97242e-005,8.21843e-007,1.23276e-006,2.46553e-005,0.00186928,1.64369e-006,8.62935e-006,0.000412565,0.000183682,4.10922e-006,8.62935e-006,8.30062e-005
0.000102319,3.69829e-006,4.10922e-007,3.32847e-005,1.23276e-006,2.05461e-006,2.46553e-005,0.00182901,1.23276e-006,9.04028e-006,0.000412976,0.000194777,4.52014e-006,7.80751e-006,8.30062e-005
0.000132728,3.69829e-006,4.10922e-007,2.13679e-005,8.21843e-007,1.64369e-006,2.38335e-005,0.00182203,8.21843e-007,8.62935e-006,0.000413387,0.000215323,4.52014e-006,8.21843e-006,8.30062e-005
0.000156561,2.87645e-006,0,2.0957e-005,1.64369e-006,8.21843e-007,2.13679e-005,0.0018286,1.23276e-006,8.62935e-006,0.000411333,0.00021861,4.10922e-006,8.21843e-006,8.17734e-005
0.000171354,3.28737e-006,0,2.13679e-005,1.64369e-006,1.64369e-006,2.34225e-005,0.00181668,1.23276e-006,8.62935e-006,0.000411743,0.000230938,4.10922e-006,8.21843e-006,8.25953e-005
4.35577e-005,2.05461e-006,0,2.13679e-005,4.10922e-007,1.23276e-006,2.01352e-005,0.00179614,8.21843e-007,8.21843e-006,0.000456534,0.000260935,4.52014e-006,1.84915e-005,0.000103552
0.000153274,3.28737e-006,4.10922e-007,2.17788e-005,1.64369e-006,1.64369e-006,2.26007e-005,0.00180477,1.23276e-006,8.21843e-006,0.00038791,0.000247786,3.69829e-006,7.80751e-006,7.8897e-005
